S.NO,Instance_Id,Image_Id,Key_Name
1,i-009b67778c260a64a,ami-011b3ccf1bd6db744,ansible_key
2,i-0c55e1f7cdf189e28,ami-011b3ccf1bd6db744,ansible_key
